x-axis,1
second,Volt
-1.900000E-06,-42.592964601E-03
-1.895000E-06,-40.180904325E-03
-1.890000E-06,-39.778894279E-03
-1.885000E-06,-40.180904325E-03
-1.880000E-06,-42.994974647E-03
-1.875000E-06,-39.778894279E-03
-1.870000E-06,-44.201004785E-03
-1.865000E-06,-40.984924417E-03
-1.860000E-06,-41.386934463E-03
-1.855000E-06,-40.984924417E-03
-1.850000E-06,-42.592964601E-03
-1.845000E-06,-40.180904325E-03
-1.840000E-06,-38.974874187E-03
-1.835000E-06,-41.386934463E-03
-1.830000E-06,-43.798994739E-03
-1.825000E-06,-40.582914371E-03
-1.820000E-06,-41.788944509E-03
-1.815000E-06,-36.160803866E-03
-1.810000E-06,-40.582914371E-03
-1.805000E-06,-38.572864141E-03
-1.800000E-06,-40.582914371E-03
-1.795000E-06,-38.974874187E-03
-1.790000E-06,-37.768844049E-03
-1.785000E-06,-38.170854095E-03
-1.780000E-06,-38.170854095E-03
-1.775000E-06,-39.376884233E-03
-1.770000E-06,-40.984924417E-03
-1.765000E-06,-39.778894279E-03
-1.760000E-06,-40.582914371E-03
-1.755000E-06,-35.356783774E-03
-1.750000E-06,-42.190954555E-03
-1.745000E-06,-36.964823958E-03
-1.740000E-06,-40.180904325E-03
-1.735000E-06,-36.562813912E-03
-1.730000E-06,-43.396984693E-03
-1.725000E-06,-37.768844049E-03
-1.720000E-06,-40.582914371E-03
-1.715000E-06,-41.788944509E-03
-1.710000E-06,-39.778894279E-03
-1.705000E-06,-40.582914371E-03
-1.700000E-06,-37.366834003E-03
-1.695000E-06,-41.788944509E-03
-1.690000E-06,-38.572864141E-03
-1.685000E-06,-38.170854095E-03
-1.680000E-06,-36.964823958E-03
-1.675000E-06,-38.572864141E-03
-1.670000E-06,-38.974874187E-03
-1.665000E-06,-40.180904325E-03
-1.660000E-06,-36.964823958E-03
-1.655000E-06,-39.376884233E-03
-1.650000E-06,-40.984924417E-03
-1.645000E-06,-37.366834003E-03
-1.640000E-06,-38.170854095E-03
-1.635000E-06,-38.572864141E-03
-1.630000E-06,-39.376884233E-03
-1.625000E-06,-37.768844049E-03
-1.620000E-06,-42.190954555E-03
-1.615000E-06,-36.562813912E-03
-1.610000E-06,-41.386934463E-03
-1.605000E-06,-40.582914371E-03
-1.600000E-06,-39.376884233E-03
-1.595000E-06,-39.376884233E-03
-1.590000E-06,-40.180904325E-03
-1.585000E-06,-40.180904325E-03
-1.580000E-06,-40.180904325E-03
-1.575000E-06,-40.984924417E-03
-1.570000E-06,-37.768844049E-03
-1.565000E-06,-40.180904325E-03
-1.560000E-06,-40.984924417E-03
-1.555000E-06,-37.366834003E-03
-1.550000E-06,-44.201004785E-03
-1.545000E-06,-39.778894279E-03
-1.540000E-06,-42.592964601E-03
-1.535000E-06,-36.562813912E-03
-1.530000E-06,-41.386934463E-03
-1.525000E-06,-38.170854095E-03
-1.520000E-06,-40.582914371E-03
-1.515000E-06,-42.592964601E-03
-1.510000E-06,-37.366834003E-03
-1.505000E-06,-40.180904325E-03
-1.500000E-06,-40.582914371E-03
-1.495000E-06,-39.778894279E-03
-1.490000E-06,-40.984924417E-03
-1.485000E-06,-40.582914371E-03
-1.480000E-06,-42.190954555E-03
-1.475000E-06,-39.778894279E-03
-1.470000E-06,-37.366834003E-03
-1.465000E-06,-39.376884233E-03
-1.460000E-06,-43.798994739E-03
-1.455000E-06,-42.190954555E-03
-1.450000E-06,-40.582914371E-03
-1.445000E-06,-40.180904325E-03
-1.440000E-06,-40.180904325E-03
-1.435000E-06,-38.974874187E-03
-1.430000E-06,-40.582914371E-03
-1.425000E-06,-38.170854095E-03
-1.420000E-06,-41.788944509E-03
-1.415000E-06,-39.778894279E-03
-1.410000E-06,-43.798994739E-03
-1.405000E-06,-38.170854095E-03
-1.400000E-06,-40.984924417E-03
-1.395000E-06,-39.778894279E-03
-1.390000E-06,-40.582914371E-03
-1.385000E-06,-40.984924417E-03
-1.380000E-06,-40.582914371E-03
-1.375000E-06,-41.386934463E-03
-1.370000E-06,-39.376884233E-03
-1.365000E-06,-42.190954555E-03
-1.360000E-06,-42.994974647E-03
-1.355000E-06,-40.582914371E-03
-1.350000E-06,-35.758793820E-03
-1.345000E-06,-44.201004785E-03
-1.340000E-06,-39.778894279E-03
-1.335000E-06,-44.603014831E-03
-1.330000E-06,-37.768844049E-03
-1.325000E-06,-42.190954555E-03
-1.320000E-06,-39.376884233E-03
-1.315000E-06,-42.994974647E-03
-1.310000E-06,-42.190954555E-03
-1.305000E-06,-39.778894279E-03
-1.300000E-06,-40.582914371E-03
-1.295000E-06,-38.974874187E-03
-1.290000E-06,-39.376884233E-03
-1.285000E-06,-41.386934463E-03
-1.280000E-06,-40.582914371E-03
-1.275000E-06,-43.798994739E-03
-1.270000E-06,-38.170854095E-03
-1.265000E-06,-44.201004785E-03
-1.260000E-06,-39.778894279E-03
-1.255000E-06,-38.974874187E-03
-1.250000E-06,-42.592964601E-03
-1.245000E-06,-38.572864141E-03
-1.240000E-06,-42.190954555E-03
-1.235000E-06,-36.964823958E-03
-1.230000E-06,-42.592964601E-03
-1.225000E-06,-39.778894279E-03
-1.220000E-06,-36.964823958E-03
-1.215000E-06,-38.572864141E-03
-1.210000E-06,-37.366834003E-03
-1.205000E-06,-40.180904325E-03
-1.200000E-06,-35.758793820E-03
-1.195000E-06,-37.768844049E-03
-1.190000E-06,-36.964823958E-03
-1.185000E-06,-36.562813912E-03
-1.180000E-06,-38.974874187E-03
-1.175000E-06,-36.562813912E-03
-1.170000E-06,-38.974874187E-03
-1.165000E-06,-38.170854095E-03
-1.160000E-06,-38.974874187E-03
-1.155000E-06,-37.768844049E-03
-1.150000E-06,-37.768844049E-03
-1.145000E-06,-34.150753636E-03
-1.140000E-06,-42.190954555E-03
-1.135000E-06,-40.582914371E-03
-1.130000E-06,-41.788944509E-03
-1.125000E-06,-38.170854095E-03
-1.120000E-06,-41.386934463E-03
-1.115000E-06,-39.376884233E-03
-1.110000E-06,-40.582914371E-03
-1.105000E-06,-39.778894279E-03
-1.100000E-06,-44.201004785E-03
-1.095000E-06,-40.984924417E-03
-1.090000E-06,-40.180904325E-03
-1.085000E-06,-38.572864141E-03
-1.080000E-06,-42.190954555E-03
-1.075000E-06,-40.582914371E-03
-1.070000E-06,-43.798994739E-03
-1.065000E-06,-40.582914371E-03
-1.060000E-06,-38.974874187E-03
-1.055000E-06,-39.376884233E-03
-1.050000E-06,-42.994974647E-03
